Student_id,College,Department,Class,Grade,Name,Email,Password,gender,Credit
D0719836,商學院,國貿系,丙,三,賴害響,m77WUF@o365.fcu.edu.tw,0,男,0
E0418796,商學院,商學學士學位學程,丙,二,吳稞理,FoUW@mail.fcu.edu.tw,0,女,0
M0507595,工程與科學學院,光電系,乙,一,何陣址,hxIJj@o365.fcu.edu.tw,0,男,0
M0323350,工程與科學學院,纖複系,丁,二,黃鄉泯,mIWK@yahoo.com.tw,0,男,0
D0716509,工程與科學學院,材料系,丁,四,童令杲,j31ZHb30@mail.fcu.edu.tw,0,女,0
E0548161,工程與科學學院,精密學程,丁,三,紀利聱,evTK@o365.fcu.edu.tw,0,女,0
D0605951,商學院,統計系,甲,三,李嚅囫,y7Nsh@o365.fcu.edu.tw,0,男,0
M0663939,建設學院,都資系,甲,四,童追并,MdqMiSs@o365.fcu.edu.tw,0,男,0
M0333383,商學院,經濟系,丁,二,唐溉睥,Tq7iBbT@gmail.com,0,女,0
E0685350,商學院,合經系,甲,四,沈璿靜,nzXRjX@yahoo.com.tw,0,女,0
E0769370,建設學院,水利系,乙,一,阮沒礪,YO7wUq@mail.fcu.edu.tw,0,男,0
D0719667,商學院,統計系,甲,四,陸柑禁,gjO4XTVSPb@yahoo.com.tw,0,男,0
D0578819,商學院,企管系,乙,三,錢洌奔,7vCX@mail.fcu.edu.tw,0,女,0
M0482258,工程與科學學院,環工系,甲,三,黎慧南,uAbuM7C7@gmail.com,0,女,0
M0318998,商學院,合經系,丙,四,沈叉霹,5svgLM3i@gmail.com,0,女,0
D0715664,資電學院,通訊系,丁,一,游慵歸,SdW4Ikz8MC@yahoo.com.tw,0,男,0
M0651059,資電學院,資工系,丙,二,張衷窟,dxT4uT7@yahoo.com.tw,0,女,0
E0447503,工程與科學學院,精密學程,甲,四,翁磋淨,y0VILRI@gmail.com,0,女,0
D0747345,建設學院,水利系,丁,四,歐陽吋搏,WxnS9@o365.fcu.edu.tw,0,女,0
M0315029,商學院,行銷系,甲,三,潘徐二,tl1ykbX8w8@yahoo.com.tw,0,男,0
E0563600,資電學院,資電系,丙,四,沈兵你,ViyK@o365.fcu.edu.tw,0,女,0
D0842706,建設學院,水利系,甲,一,童嵌廳,gZOb@yahoo.com.tw,0,女,0
D0403005,商學院,會計系,丁,四,范秀盯,4FD4p@gmail.com,0,男,0
D0531674,建設學院,都資系,甲,四,歐陽鐸雨,rFFu@mail.fcu.edu.tw,0,男,0
D0538578,建設學院,都資系,丙,三,歐陽櫥汽,BqoI@gmail.com,0,女,0
E0362525,資電學院,資電系,甲,二,汪頹哽,j2X0g67@gmail.com,0,女,0
M0660697,資電學院,通訊系,甲,四,翁尢洞,1sdGx1@yahoo.com.tw,0,女,0
D0655325,工程與科學學院,工工系,甲,三,廖又袁,8qXJlJgGhW@o365.fcu.edu.tw,0,男,0
E0434345,資電學院,電機系,丙,二,孫鄒磴,7VB8VvIC@o365.fcu.edu.tw,0,女,0
D0529097,建設學院,土木系,丁,四,鍾壟跑,uNhMGho@gmail.com,0,男,0
M0889016,資電學院,電子系,丙,二,涂孃搔,EZKjfHIWVI@gmail.com,0,男,0
M0837975,建設學院,水利系,丙,二,袁貞截,0rLqPH@gmail.com,0,女,0
M0703583,工程與科學學院,光電系,丙,三,彭虻宸,M4Psswk@mail.fcu.edu.tw,0,女,0
E0830937,資電學院,資工系,丁,四,湯率郝,WsB9TmgVgh@mail.fcu.edu.tw,0,男,0
E0695243,工程與科學學院,環工系,甲,四,紀慮漢,MNK2bxgb@o365.fcu.edu.tw,0,女,0
D0675347,建設學院,都資系,甲,四,孫絛頜,qgIdZ@yahoo.com.tw,0,女,0
E0856452,商學院,財稅系,乙,三,傅犄吝,Nt6ACcwtvP@o365.fcu.edu.tw,0,女,0
E0842791,建設學院,運輸物流系,乙,四,姚袒鞏,5IWSXD@gmail.com,0,女,0
D0367215,工程與科學學院,光電系,丙,一,蘇剃砝,V4uEK@o365.fcu.edu.tw,0,女,0
D0809185,工程與科學學院,機電系,甲,四,梁齦驟,uWrpKn@o365.fcu.edu.tw,0,男,0
E0728229,資電學院,資工系,丙,二,胡狽繃,NyMue@mail.fcu.edu.tw,0,女,0
D0767260,資電學院,電子系,甲,三,翁澧剌,3uFDKEEWev@yahoo.com.tw,0,男,0
M0810806,商學院,行銷系,甲,一,潘餛滴,Jum2VYz@gmail.com,0,男,0
E0416821,工程與科學學院,材料系,乙,三,高簡舞圭,2gUlXq@mail.fcu.edu.tw,0,男,0
M0431627,資電學院,自控系,丙,一,盧凡徑,ogyI@yahoo.com.tw,0,女,0
M0520048,建設學院,都資系,丁,四,蕭惰聖,GrWLqA1R@o365.fcu.edu.tw,0,女,0
M0832074,工程與科學學院,機電系,甲,二,馮妹姊,WmL7dNb@mail.fcu.edu.tw,0,男,0
E0552202,建設學院,土木系,丙,三,吳柢許,VWbK@o365.fcu.edu.tw,0,女,0
D0390763,建設學院,運輸物流系,甲,二,蕭奭叢,vwiYOUWC3@yahoo.com.tw,0,女,0
M0662438,商學院,會計系,丁,三,郭杯誦,gwmWqMkIB@mail.fcu.edu.tw,0,男,0
D0326959,工程與科學學院,航太系,甲,四,馬責牠,bHrXy@mail.fcu.edu.tw,0,男,0
M0421694,商學院,企管系,乙,一,趙霆越,WUO2p@mail.fcu.edu.tw,0,女,0
M0836611,資電學院,自控系,丁,二,白閑么,OlgZfqgqS6@o365.fcu.edu.tw,0,男,0
E0520894,商學院,財稅系,丙,三,巫孃霍,jYzvs2jHz@mail.fcu.edu.tw,0,女,0
D0779995,工程與科學學院,環工系,乙,四,黎兌瘦,LNll@gmail.com,0,男,0
E0724269,資電學院,資工系,丙,一,洪杓懷,Cc46t@mail.fcu.edu.tw,0,男,0
D0756632,商學院,行銷系,丙,三,涂汾榭,ZLnqRtrHA@gmail.com,0,女,0
E0326948,工程與科學學院,化工系,丙,四,戴眩愧,A0BEDM@yahoo.com.tw,0,男,0
M0685811,資電學院,資電系,丙,四,施勺留,7REdRJj@gmail.com,0,男,0
D0854594,資電學院,資工系,丁,二,歐陽財猶,fHqqS@mail.fcu.edu.tw,0,男,0
D0759771,資電學院,電機系,丁,三,魏裳袞,6irtf4m@o365.fcu.edu.tw,0,女,0
M0587052,商學院,財稅系,乙,三,郭鑲屹,qOiYjEBA@yahoo.com.tw,0,女,0
M0846164,商學院,國貿系全英班,丙,三,錢罷瞞,1Dpu25fnAV@o365.fcu.edu.tw,0,女,0
E0834805,工程與科學學院,纖複系,丁,四,沈衰囊,9L6WO7ZjgR@mail.fcu.edu.tw,0,女,0
D0409201,建設學院,都資系,乙,三,鄧座宮,eywf@gmail.com,0,女,0
D0690821,工程與科學學院,化工系,甲,二,林卯苔,JkqtJ@gmail.com,0,男,0
E0746679,建設學院,運輸物流系,丙,二,邱竇演,UsFFntmr@mail.fcu.edu.tw,0,女,0
M0704769,商學院,經濟系,甲,一,巫彫隨,lvrOkNLS1@mail.fcu.edu.tw,0,男,0
M0570701,工程與科學學院,化工系,甲,二,周峻箭,G8f2i2Smh@o365.fcu.edu.tw,0,女,0
E0358421,工程與科學學院,材料系,丁,一,彭禧頜,W4vvj6mhgK@mail.fcu.edu.tw,0,女,0
E0757469,資電學院,電機系,甲,二,蔡逃娩,0hmfhHX@o365.fcu.edu.tw,0,女,0
D0758302,建設學院,土木系,丁,二,方餞琶,dF0BH@o365.fcu.edu.tw,0,女,0
E0350666,工程與科學學院,化工系,乙,四,姜崎吶,Lz6JWOu@gmail.com,0,女,0
E0592519,建設學院,都資系,丙,三,韓櫝酬,GmPTnZW@gmail.com,0,男,0
M0502416,商學院,企管系,乙,一,余四霄,nCp6r@mail.fcu.edu.tw,0,男,0
D0865865,工程與科學學院,應數系,丁,四,蔡洱屹,mHdhRmW@yahoo.com.tw,0,男,0
M0459797,資電學院,電機系,丁,二,梁誓寸,zleWRxH@mail.fcu.edu.tw,0,女,0
E0384699,商學院,國貿系,丁,四,歐陽姓鼾,WzSug@mail.fcu.edu.tw,0,女,0
M0848982,工程與科學學院,環工系,乙,三,藍蒲鴆,Eujw0vcwjB@yahoo.com.tw,0,男,0
M0662651,建設學院,土管系,丙,四,唐糟冉,oIpLuxL@mail.fcu.edu.tw,0,女,0
M0545354,資電學院,自控系,乙,二,顏鵡穆,sbsk@o365.fcu.edu.tw,0,女,0
E0769675,建設學院,都資系,丙,四,白湎通,SAqsggM@yahoo.com.tw,0,女,0
M0634341,工程與科學學院,工工系,丙,四,孫雊鼾,ui5ZU28@gmail.com,0,女,0
D0693193,工程與科學學院,工工系,丁,三,范姜痛遷,yhCNTX6c@o365.fcu.edu.tw,0,女,0
E0875931,工程與科學學院,精密學程,甲,三,尤廬嶝,cW8xnL9zM@mail.fcu.edu.tw,0,女,0
M0483938,資電學院,電機系,丙,一,莊牠穎,wLbnNBS@yahoo.com.tw,0,女,0
E0797122,商學院,企管系,乙,四,鄭汾尊,6d4Zbh2w97@mail.fcu.edu.tw,0,女,0
D0653104,商學院,統計系,甲,一,蔣則淚,Apel@mail.fcu.edu.tw,0,男,0
E0387552,資電學院,自控系,丙,四,錢豹亮,nY1Zm4c@yahoo.com.tw,0,女,0
D0631477,工程與科學學院,環工系,甲,二,巫悲摟,kIiqJm@mail.fcu.edu.tw,0,女,0
E0634671,商學院,行銷系,甲,三,傅與猙,kzWYYhdy@yahoo.com.tw,0,男,0
D0363705,工程與科學學院,機電系,甲,二,阮鐳蓓,P4mpsWM@o365.fcu.edu.tw,0,女,0
E0502938,資電學院,資電系,乙,二,施昭圬,lMnE3@yahoo.com.tw,0,男,0
M0886160,工程與科學學院,光電系,乙,二,王武彈,6wrvVqil@mail.fcu.edu.tw,0,女,0
