Student_id,College,Department,Class,Grade,Name,Email,Password,gender,Credit
E0568700,商學院,會計系,乙,四,盧咖遁,0Ks9FpL8e8@gmail.com,0,女,0
D0487227,商學院,會計系,甲,四,陸璘燄,6FhGWr90@mail.fcu.edu.tw,0,女,0
D0792232,建設學院,都資系,丁,二,鄧籃良,rRms60u@mail.fcu.edu.tw,0,女,0
D0640461,資電學院,資工系,丁,一,郭黌悶,Fk1VZdHN@mail.fcu.edu.tw,0,男,0
D0356193,工程與科學學院,纖複系,丙,四,施子姐,WNGUtI@yahoo.com.tw,0,男,0
M0498923,工程與科學學院,化工系,甲,二,劉小鴨,y75q2@o365.fcu.edu.tw,0,女,0
E0472433,資電學院,通訊系,丙,三,顏崇訐,ueCIZKr@mail.fcu.edu.tw,0,男,0
E0747879,商學院,企管系,甲,一,郭苞宮,oSkxRW@o365.fcu.edu.tw,0,女,0
E0847041,資電學院,資電系,丙,三,莊緹銷,Hser0Vk@o365.fcu.edu.tw,0,男,0
E0576439,工程與科學學院,纖複系,丙,三,董杰懿,BWL6qkki@mail.fcu.edu.tw,0,女,0
D0637248,工程與科學學院,材料系,甲,一,邱鉋逖,jbWVuw7@yahoo.com.tw,0,女,0
M0763898,商學院,國貿系,甲,二,楊湄丁,nsxnyzOn@o365.fcu.edu.tw,0,男,0
E0765263,工程與科學學院,精密學程,乙,二,宋沫黝,Dm7P@o365.fcu.edu.tw,0,女,0
E0821150,資電學院,資工系,乙,二,徐銼瘟,7kj4yiqXH@o365.fcu.edu.tw,0,男,0
E0810911,建設學院,土管系,丁,四,歐頰嘶,doh7Cglp@yahoo.com.tw,0,男,0
M0347747,資電學院,自控系,甲,四,蘇杷牌,wS0RvO@mail.fcu.edu.tw,0,男,0
M0537642,工程與科學學院,應數系,丁,四,何陂攤,jSVXD@gmail.com,0,女,0
D0674942,工程與科學學院,化工系,甲,一,曾九寺,IfH3Wz@mail.fcu.edu.tw,0,女,0
E0750704,建設學院,土管系,丁,四,翁郡縴,n10d@o365.fcu.edu.tw,0,男,0
M0333005,商學院,國貿系全英班,丁,三,巫摭額,Jn51@gmail.com,0,女,0
M0808975,資電學院,自控系,丙,三,洪咸屜,HWNR@mail.fcu.edu.tw,0,男,0
E0814896,資電學院,自控系,丁,三,蔡久嘲,dWwmW@o365.fcu.edu.tw,0,女,0
E0642619,工程與科學學院,環工系,乙,四,朱帶泉,TjghwzEhE@mail.fcu.edu.tw,0,男,0
E0426846,建設學院,都資系,丙,四,蕭碗訝,r9UdhiO@gmail.com,0,女,0
E0777270,建設學院,土木系,乙,一,姚搴瀘,5b3T@o365.fcu.edu.tw,0,男,0
D0507625,工程與科學學院,機電系,乙,三,金淇鮪,nNBsq4BOF@gmail.com,0,女,0
D0356699,商學院,國貿系,乙,三,廖冊沍,84qe9Fl@mail.fcu.edu.tw,0,女,0
M0560832,工程與科學學院,纖複系,丁,一,薛卯徑,vHsrx@o365.fcu.edu.tw,0,女,0
D0719622,商學院,經濟系,乙,三,鄧靴篷,skECKBxO@gmail.com,0,女,0
M0437623,工程與科學學院,精密學程,甲,二,胡榛鮮,EAYOZPp@yahoo.com.tw,0,女,0
M0724173,建設學院,土管系,乙,一,溫饞逃,bBWfOs@yahoo.com.tw,0,女,0
M0328414,工程與科學學院,機電系,甲,二,賴讜峰,ZGTAcq3@yahoo.com.tw,0,女,0
D0524537,商學院,行銷系,甲,三,姚饞慕,25DPl1@gmail.com,0,女,0
E0649793,工程與科學學院,纖複系,丙,四,鐘礪慟,AvzM@yahoo.com.tw,0,男,0
D0801438,商學院,統計系,丙,一,曾衹灤,COUV@yahoo.com.tw,0,男,0
