Student_id,College,Department,Class,Grade,Name,Email,Password,gender,Credit
E0431036,工程與科學學院,化工系,丁,一,廖貼惑,YB7eBHlU@yahoo.com.tw,0,女,0
M0382341,工程與科學學院,纖複系,甲,三,蘇韉甫,rbkqTpqX@yahoo.com.tw,0,女,0
D0520473,商學院,行銷系,丙,二,王係銬,AKZHP@yahoo.com.tw,0,男,0
M0407550,資電學院,通訊系,丙,四,廖懸翳,cm2BonRE@mail.fcu.edu.tw,0,男,0
E0392391,商學院,經濟系,丁,三,姚益埃,Ou7Ynz@mail.fcu.edu.tw,0,女,0
D0896683,商學院,企管系,丁,四,鍾柳士,dnU3yFo1@mail.fcu.edu.tw,0,男,0
M0401843,商學院,商學學士學位學程,丁,一,翁觔咳,1i9qe@o365.fcu.edu.tw,0,女,0
D0822036,建設學院,土木系,丁,三,韓蝕譽,W1AGy@gmail.com,0,女,0
D0775215,工程與科學學院,機電系,丁,四,盧瀋鴦,uTJIV8nd@o365.fcu.edu.tw,0,女,0
M0610441,工程與科學學院,光電系,丁,三,蔣酥痞,txLCy@mail.fcu.edu.tw,0,女,0
D0358578,商學院,商學學士學位學程,丁,一,歐陽愴餞,VpFEh2K8@mail.fcu.edu.tw,0,女,0
D0368239,工程與科學學院,光電系,丁,二,魏巽印,u5Wpf78Lt@mail.fcu.edu.tw,0,女,0
E0445202,資電學院,自控系,丁,四,石琥碓,RxPeF@mail.fcu.edu.tw,0,女,0
E0304127,資電學院,電機系,乙,二,謝慮勵,mWVuiEn6JJ@mail.fcu.edu.tw,0,女,0
M0793380,商學院,統計系,丁,一,黃靄瓤,zdJc@gmail.com,0,男,0
D0573892,商學院,企管系,丙,三,鐘群宛,V1Umokzi@o365.fcu.edu.tw,0,男,0
M0316483,資電學院,通訊系,丙,二,范柑麒,vBXNOWPB7n@yahoo.com.tw,0,男,0
M0362051,工程與科學學院,材料系,丁,三,翁嵇進,Y95i@o365.fcu.edu.tw,0,女,0
M0857628,資電學院,電子系,甲,二,蕭過台,wmvv@yahoo.com.tw,0,女,0
M0796400,工程與科學學院,化工系,丁,二,董夜鑲,NhfzI@mail.fcu.edu.tw,0,男,0
D0553478,商學院,合經系,乙,三,何穗姐,AxmjUA@gmail.com,0,男,0
D0398965,工程與科學學院,精密學程,丁,三,杜釅師,Tn7MWg1Cy@mail.fcu.edu.tw,0,男,0
E0420504,工程與科學學院,環工系,乙,四,柯衷涸,CPNix2kW1@mail.fcu.edu.tw,0,男,0
D0454530,工程與科學學院,航太系,甲,二,莊只蛋,oLVIPvZ@o365.fcu.edu.tw,0,女,0
M0438153,工程與科學學院,環工系,乙,四,白析磷,q9kqfqe7@gmail.com,0,女,0
E0761727,工程與科學學院,精密學程,甲,三,柯共況,e8jPgC@yahoo.com.tw,0,男,0
M0511478,商學院,統計系,丁,一,詹穀愎,Tg0AZyoZ1@mail.fcu.edu.tw,0,男,0
D0848379,建設學院,水利系,丁,四,謝苦達,MB18xP3DGd@yahoo.com.tw,0,男,0
D0390230,商學院,統計系,乙,二,龔衽鈐,pPg6@gmail.com,0,女,0
M0490690,商學院,經濟系,丁,四,郭績釗,uBzpOXTp@yahoo.com.tw,0,女,0
E0631240,商學院,商學學士學位學程,甲,四,溫共況,3khi@gmail.com,0,男,0
D0850342,工程與科學學院,航太系,乙,一,楊軸嬈,VZryW3vuHA@o365.fcu.edu.tw,0,男,0
M0553974,資電學院,自控系,丙,四,張茂矮,RIX4eCMzm@yahoo.com.tw,0,女,0
M0825878,資電學院,資電系,丙,三,何繃盧,6bCqcHEnqM@yahoo.com.tw,0,女,0
E0548342,建設學院,水利系,丙,三,劉愷涿,f09VNnqgNM@yahoo.com.tw,0,男,0
E0746325,建設學院,都資系,乙,三,汪製璧,qgYwKJ@yahoo.com.tw,0,女,0
M0357027,商學院,國貿系,乙,一,許腱暄,5vHz@mail.fcu.edu.tw,0,男,0
D0392692,建設學院,都資系,甲,三,許矣象,9ZWFIs8@mail.fcu.edu.tw,0,男,0
E0867160,資電學院,電機系,丁,一,涂羯鈸,iWVi0D@yahoo.com.tw,0,男,0
M0333087,工程與科學學院,纖複系,丁,一,廖鋒澹,IeW8UWjW@gmail.com,0,女,0
E0636485,建設學院,土木系,丙,二,范姜糊暖,vJrsFifzTg@o365.fcu.edu.tw,0,女,0
D0352999,工程與科學學院,化工系,乙,三,蘇輥駐,iJo7YVS@yahoo.com.tw,0,男,0
E0504548,建設學院,水利系,丙,一,莊汾宇,YYwXh46PYo@mail.fcu.edu.tw,0,男,0
M0706968,商學院,會計系,乙,四,古屠煮,qRMkWYxH@mail.fcu.edu.tw,0,男,0
M0538892,建設學院,水利系,乙,四,杜墮瞇,9lBfSc@o365.fcu.edu.tw,0,女,0
D0599044,資電學院,電機系,甲,二,鄒醉斷,PMn4I@yahoo.com.tw,0,男,0
M0365776,商學院,企管系,丙,三,彭咄艷,cKtty@yahoo.com.tw,0,男,0
M0573066,商學院,統計系,甲,三,童沱趴,pkkYkoXS@o365.fcu.edu.tw,0,女,0
D0792540,工程與科學學院,纖複系,乙,四,董壘吳,LqIvlJUF@o365.fcu.edu.tw,0,男,0
D0428729,商學院,行銷系,甲,三,康攏鋰,MUtYSk0I@yahoo.com.tw,0,女,0
E0760409,工程與科學學院,光電系,丙,一,傅命嵇,jwWLf@mail.fcu.edu.tw,0,女,0
M0755732,資電學院,電機系,丁,三,馬搶映,Lu42mh5@o365.fcu.edu.tw,0,女,0
E0758737,建設學院,土木系,甲,三,曾薪畿,Oiei@gmail.com,0,女,0
E0687992,資電學院,電子系,乙,二,戴龐蛀,GhV3KN@yahoo.com.tw,0,女,0
D0672420,資電學院,自控系,乙,四,鄭砷唏,UVVwhKuY1@mail.fcu.edu.tw,0,男,0
M0473259,商學院,商學學士學位學程,甲,四,莊露斫,7DfqJMpkDi@o365.fcu.edu.tw,0,男,0
D0765254,建設學院,土木系,甲,一,涂浥丫,o0bg@gmail.com,0,男,0
D0584568,資電學院,電機系,乙,四,施吮齲,KpYHbZDIk@o365.fcu.edu.tw,0,男,0
M0450085,商學院,行銷系,乙,三,程篦訴,mpTm7lo@o365.fcu.edu.tw,0,女,0
M0813442,商學院,行銷系,甲,一,張逵世,4HyOJ@o365.fcu.edu.tw,0,女,0
D0629769,資電學院,電機系,丁,一,朱黯榮,fi3o5jqq@mail.fcu.edu.tw,0,男,0
M0336274,工程與科學學院,材料系,乙,四,白騖訴,2mMd3JojG@gmail.com,0,女,0
E0892393,工程與科學學院,應數系,丁,一,呂唧緘,eK2cv@gmail.com,0,女,0
D0338616,資電學院,通訊系,丁,二,湯豺畜,AR9K1i1M@o365.fcu.edu.tw,0,女,0
E0451429,資電學院,資電系,甲,四,洪翳妮,5GV5WElU@mail.fcu.edu.tw,0,男,0
M0476087,資電學院,通訊系,丁,一,袁鄒剎,RMjJDK0qCf@mail.fcu.edu.tw,0,女,0
E0729537,工程與科學學院,航太系,甲,三,胡疽鷺,IwgGoLLMu@yahoo.com.tw,0,女,0
E0854399,資電學院,資電系,甲,三,陸燃沸,WWNXf2t4@mail.fcu.edu.tw,0,女,0
D0633106,商學院,會計系,丁,一,沈壤霓,oANXuWS@o365.fcu.edu.tw,0,男,0
M0454130,商學院,會計系,甲,四,溫混委,TESq@gmail.com,0,女,0
M0445397,建設學院,運輸物流系,丁,一,廖韆珪,j8WqgB@o365.fcu.edu.tw,0,男,0
M0684349,工程與科學學院,光電系,甲,三,錢篾燸,uyuWWUW3r@mail.fcu.edu.tw,0,女,0
M0590359,資電學院,通訊系,丁,三,蔣澳稟,XR14o@gmail.com,0,女,0
M0834023,商學院,企管系,乙,一,石政虹,4LxHACq@gmail.com,0,男,0
E0704865,工程與科學學院,應數系,丁,三,韓嬋屐,8qgD8OhHy0@gmail.com,0,男,0
M0835701,工程與科學學院,材料系,乙,三,邵兄錕,8Aec@o365.fcu.edu.tw,0,女,0
M0533946,商學院,會計系,丙,二,田禽漳,bZsqxz@yahoo.com.tw,0,女,0
