Student_id,College,Department,Class,Grade,Name,Email,Password,gender,Credit
E0306805,工程與科學學院,材料系,丙,四,巫驀鈴,bhwAW8e@gmail.com,0,女,0
M0454981,商學院,國貿系全英班,丁,四,戴混保,2VxF0@gmail.com,0,男,0
D0392878,工程與科學學院,化工系,甲,三,范遭牢,bJeg@o365.fcu.edu.tw,0,男,0
M0439391,商學院,國貿系全英班,丙,四,歐陽季囊,ewNgZnF79g@o365.fcu.edu.tw,0,男,0
E0764790,商學院,國貿系,丁,一,戴歿沛,uLWG9fF@mail.fcu.edu.tw,0,男,0
E0642393,工程與科學學院,環工系,丙,一,戴琦噎,xhk7xzyyY@mail.fcu.edu.tw,0,男,0
M0786469,工程與科學學院,環工系,乙,二,連鼙囉,3mAqOXBVs@gmail.com,0,女,0
M0888965,工程與科學學院,材料系,丁,三,戴哉呈,URcZcTSqZS@o365.fcu.edu.tw,0,女,0
M0688742,商學院,商學學士學位學程,乙,四,孫魯兌,gWmAN2jUw@yahoo.com.tw,0,女,0
E0870184,工程與科學學院,應數系,丙,二,詹獷鉤,B6yvBkE8v@yahoo.com.tw,0,男,0
E0354822,商學院,統計系,丙,一,何訝閻,PuJioZ@mail.fcu.edu.tw,0,女,0
M0550763,建設學院,都資系,乙,四,范姜震鄉,WWVR7vC@gmail.com,0,男,0
M0556324,建設學院,土管系,甲,三,李湣墳,q0qGBly0xO@o365.fcu.edu.tw,0,男,0
E0565402,商學院,國貿系全英班,丙,三,胡呱魏,0wntW0@o365.fcu.edu.tw,0,女,0
D0743693,商學院,經濟系,甲,三,黎膺珠,JlJ4rtx4@yahoo.com.tw,0,男,0
M0774490,工程與科學學院,工工系,甲,一,邱歿鈸,Mo4DKOLqdM@yahoo.com.tw,0,女,0
D0485064,商學院,會計系,甲,二,陸裨下,ENRlDi@gmail.com,0,男,0
M0426231,工程與科學學院,材料系,乙,三,蕭仙髭,W0SJIC0@o365.fcu.edu.tw,0,女,0
