Student_id,College,Department,Class,Grade,Name,Email,Password,gender,Credit
M0471981,商學院,企業管理學系,丁,二,湯聲鋪,zRFsAM@o365.fcu.edu.tw,0,男,0
D0350405,商學院,統計學系,乙,三,賴懲皚,vqRtiHrTTg@gmail.com,0,男,0
M0570441,建設學院,土地管理學系,乙,三,趙虻劇,qsG0DPshdt@mail.fcu.edu.tw,0,男,0
D0791409,商學院,企業管理學系,乙,三,王趾以,Fh98@yahoo.com.tw,0,女,0
E0588331,商學院,國際經營與貿易學系國際企業管理全英語學士班,丙,三,侯閱腐,ZwhNvO@mail.fcu.edu.tw,0,男,0
D0725382,建設學院,都市計畫與空間資訊學系,乙,三,藍訢咽,2sivxxiB@mail.fcu.edu.tw,0,女,0
D0736830,商學院,會計學系,乙,一,蔡聚顛,VP1WG@o365.fcu.edu.tw,0,男,0
E0467268,工程與科學學院,工業工程與系統管理學系,乙,二,方幌頑,9FnR@gmail.com,0,男,0
D0661490,商學院,商學學士學位學程,乙,一,蘇臨嘩,5uhsAnqW@mail.fcu.edu.tw,0,女,0
D0731804,資電學院,自動控制工程學系,丁,三,田鵝嶔,qb53PMWN@gmail.com,0,男,0
M0488010,工程與科學學院,材料科學與工程學系,丁,二,吳燙拴,dWDU7I5En@gmail.com,0,女,0
M0457895,工程與科學學院,航太與系統工程學系,丁,四,莊訓遂,De3jTs@mail.fcu.edu.tw,0,女,0
E0879201,資電學院,自動控制工程學系,乙,三,袁哂皚,t9ER5oO6@mail.fcu.edu.tw,0,男,0
E0436614,資電學院,電子工程學系,丁,三,顏趾汾,WeWtcMshI@mail.fcu.edu.tw,0,男,0
M0623017,商學院,財稅學系,丙,二,金徒琪,Ed916Pzh@gmail.com,0,女,0
E0544088,商學院,會計學系,丙,四,賴官呷,mwd2A8D@gmail.com,0,女,0
E0395031,商學院,國際經營與貿易學系國際企業管理全英語學士班,丁,一,魏弒鴦,jootEgq6rF@o365.fcu.edu.tw,0,女,0
D0779585,商學院,統計學系,丙,一,潘琶十,wE1vFBLNb@mail.fcu.edu.tw,0,男,0
D0336496,資電學院,資訊電機學院學士班,乙,三,魏鐵榻,WiU3@yahoo.com.tw,0,女,0
E0784109,商學院,會計學系,丙,三,龔富鞭,nNOrW@gmail.com,0,男,0
M0460134,商學院,合作經濟暨社會事業經營學系,丁,三,何躪釉,P5zS@mail.fcu.edu.tw,0,女,0
E0565928,建設學院,土木工程學系,乙,三,張弱詆,Gb5Rs@o365.fcu.edu.tw,0,男,0
M0684968,工程與科學學院,航太與系統工程學系,甲,二,沈隘獷,OvJujZJZ@yahoo.com.tw,0,女,0
M0787496,建設學院,水利工程與資源保育學系,丙,四,詹婚慮,b0M6@gmail.com,0,女,0
D0842232,工程與科學學院,應用數學系,乙,一,吳猖淬,K8GGPrAk1@yahoo.com.tw,0,女,0
M0556066,工程與科學學院,光電科學與工程學系,甲,一,胡窺鬣,AJ5B@gmail.com,0,男,0
E0736625,商學院,企業管理學系,丙,四,鄧焚叭,1yLePISVyD@mail.fcu.edu.tw,0,男,0
E0888076,工程與科學學院,應用數學系,丁,二,梁吹緻,79TblEH@yahoo.com.tw,0,男,0
E0630725,商學院,國際經營與貿易學系,乙,三,薛竇綁,KJgzoBgwK@gmail.com,0,男,0
D0885232,資電學院,自動控制工程學系,丁,三,紀腐漬,xnhZfGFcAm@yahoo.com.tw,0,男,0
M0884272,工程與科學學院,纖維與複合材料學系,乙,三,梁運惹,WVlKepd@yahoo.com.tw,0,男,0
D0638102,工程與科學學院,環境工程與科學學系,丁,四,龔鯛頫,dzpvnetqvv@gmail.com,0,女,0
D0468129,商學院,行銷學系,甲,四,趙聰吁,9YPz5PhvT2@mail.fcu.edu.tw,0,女,0
M0795491,商學院,國際經營與貿易學系,乙,一,丁流隨,bu9rY9@gmail.com,0,男,0
D0662638,工程與科學學院,航太與系統工程學系,丙,一,彭山愾,BOoC@o365.fcu.edu.tw,0,女,0
D0302493,工程與科學學院,應用數學系,丁,三,馬鄉酪,unskY8tSo@yahoo.com.tw,0,女,0
D0664595,工程與科學學院,材料科學與工程學系,甲,一,翁乃幌,JCExh@o365.fcu.edu.tw,0,男,0
E0591259,建設學院,都市計畫與空間資訊學系,丙,三,周繃島,VqDP@yahoo.com.tw,0,男,0
E0541167,工程與科學學院,纖維與複合材料學系,乙,一,侯蓀蜷,Y89cTY@yahoo.com.tw,0,男,0
E0825398,工程與科學學院,纖維與複合材料學系,乙,二,蔡護露,zlPrnqjf@yahoo.com.tw,0,男,0
M0897407,商學院,商學學士學位學程,丁,三,陸幟編,qSMz8OjhFJ@o365.fcu.edu.tw,0,男,0
D0475998,商學院,國際經營與貿易學系,丁,二,洪罪斫,yWLn85B@gmail.com,0,男,0
E0620489,工程與科學學院,精密系統設計學士學位學程,丙,三,康袋磚,1bfBUuxi@yahoo.com.tw,0,男,0
M0514463,建設學院,土木工程學系,甲,二,朱孤泠,CfXGYVthSi@gmail.com,0,男,0
E0800505,工程與科學學院,纖維與複合材料學系,丙,一,胡瞇娌,fw1ZT@o365.fcu.edu.tw,0,男,0
M0413191,建設學院,土地管理學系,甲,二,蔣峻鴉,5Fmi@gmail.com,0,女,0
D0601234,商學院,經濟學系,丁,三,馬貼靛,m9idFxqTr@yahoo.com.tw,0,男,0
M0823340,工程與科學學院,機械與電腦輔助工程學系,乙,三,郭坡俠,z2VSdWPY@o365.fcu.edu.tw,0,女,0
M0639728,建設學院,運輸與物流學系,丙,二,杜助摸,wBeMd@o365.fcu.edu.tw,0,女,0
D0719384,建設學院,運輸與物流學系,丙,三,涂宛戡,75GOW@gmail.com,0,女,0
D0771356,工程與科學學院,航太與系統工程學系,丁,二,周冶曷,DytLj@yahoo.com.tw,0,女,0
E0729761,商學院,企業管理學系,丙,三,朱流羨,M1Z5suZTip@mail.fcu.edu.tw,0,女,0
D0680452,工程與科學學院,光電科學與工程學系,甲,二,袁浩蛄,9YnriG@mail.fcu.edu.tw,0,女,0
M0678421,資電學院,資訊電機學院學士班,丁,一,尤燸姍,k7ktlfn@mail.fcu.edu.tw,0,女,0
M0514188,商學院,統計學系,甲,一,魏病主,eeBNWpNq@gmail.com,0,女,0
E0324707,工程與科學學院,化學工程學系,丁,三,龔跌仔,UkiuRicqFs@gmail.com,0,男,0
D0739793,工程與科學學院,機械與電腦輔助工程學系,乙,三,袁從窟,UbnSHd@gmail.com,0,男,0
M0492480,商學院,行銷學系,乙,一,謝壢穎,qq1VV0Lvh@mail.fcu.edu.tw,0,女,0
D0467312,工程與科學學院,光電科學與工程學系,乙,二,鍾麝坍,tG1HdrxDx@mail.fcu.edu.tw,0,女,0
E0432183,資電學院,資訊工程學系,甲,三,馬皚颼,BjXB@o365.fcu.edu.tw,0,男,0
M0374465,商學院,經濟學系,甲,四,金定輥,JY7YeM@o365.fcu.edu.tw,0,男,0
E0586214,建設學院,土地管理學系,乙,二,方鞍戡,CYDZodEhip@mail.fcu.edu.tw,0,男,0
E0444826,工程與科學學院,應用數學系,丙,二,趙狂攔,1idy@o365.fcu.edu.tw,0,女,0
M0890568,建設學院,運輸與物流學系,甲,二,曾可霏,2nEWr0CxJ@gmail.com,0,男,0
D0702818,商學院,統計學系,甲,四,丁肇硿,wfmtO7MYu@o365.fcu.edu.tw,0,男,0
M0887385,建設學院,運輸與物流學系,丙,四,呂隧繼,JuJFB9BLvU@o365.fcu.edu.tw,0,男,0
E0474051,工程與科學學院,光電科學與工程學系,丁,一,洪已滾,76mn56Am@gmail.com,0,女,0
M0831725,商學院,企業管理學系,乙,二,蘇屐登,XyystL@gmail.com,0,男,0
M0319623,資電學院,資訊工程學系,丙,一,鐘崩鞭,omyWmbKL@o365.fcu.edu.tw,0,男,0
E0839226,工程與科學學院,精密系統設計學士學位學程,甲,四,藍孿骼,Rr6YB@yahoo.com.tw,0,女,0
M0688336,資電學院,通訊工程學系,丁,二,丁睹涪,jJA91VA@yahoo.com.tw,0,女,0
M0550855,工程與科學學院,工業工程與系統管理學系,甲,一,姚畫饉,M8lHIJ@yahoo.com.tw,0,男,0
M0735372,建設學院,水利工程與資源保育學系,乙,一,林進暘,OIUD@o365.fcu.edu.tw,0,男,0
D0437948,工程與科學學院,材料科學與工程學系,丁,三,范姜咆櫚,Ws6f5I4Nk@o365.fcu.edu.tw,0,女,0
D0844754,資電學院,資訊工程學系,甲,二,顏犀媧,Zz70nbvE@mail.fcu.edu.tw,0,男,0
E0529149,資電學院,通訊工程學系,乙,三,何繅幡,CoHz5w2E@mail.fcu.edu.tw,0,男,0
D0774299,資電學院,電子工程學系,丁,三,鄭戢惹,U5dD@mail.fcu.edu.tw,0,女,0
E0564749,資電學院,電子工程學系,丁,三,謝叼眠,OCMHyKFx3@mail.fcu.edu.tw,0,男,0
M0726607,商學院,統計學系,乙,三,湯艷霸,qGdBLqY5P@mail.fcu.edu.tw,0,男,0
D0519913,工程與科學學院,環境工程與科學學系,乙,三,袁尸求,n69BGHNB@yahoo.com.tw,0,男,0
M0593191,工程與科學學院,纖維與複合材料學系,乙,二,古妯特,z6RU0zbnEM@o365.fcu.edu.tw,0,男,0
E0455134,建設學院,土木工程學系,甲,三,巫烙羯,IovEXeX@mail.fcu.edu.tw,0,女,0
M0502430,資電學院,自動控制工程學系,甲,二,潘臃俘,WgOTC9hoA7@gmail.com,0,男,0
D0837214,建設學院,運輸與物流學系,乙,二,周訝划,ISWX@gmail.com,0,男,0
E0417160,商學院,會計學系,甲,三,董低設,qoogqx@yahoo.com.tw,0,女,0
M0741559,商學院,會計學系,丁,二,朱泅帳,oWJOTP2W@mail.fcu.edu.tw,0,男,0
M0302296,資電學院,自動控制工程學系,丁,四,石膂鰥,lqw8ZhG@o365.fcu.edu.tw,0,男,0
E0638134,工程與科學學院,應用數學系,丁,三,杜篩便,zYBOS5qK@gmail.com,0,女,0
D0590621,工程與科學學院,材料科學與工程學系,丙,四,曹己鴆,qFvNPXk1V@gmail.com,0,男,0
D0856383,商學院,商學學士學位學程,乙,三,古隘瞇,DEdluV@gmail.com,0,男,0
D0565707,資電學院,自動控制工程學系,丙,四,童洋病,zf5qTRe@o365.fcu.edu.tw,0,男,0
E0887518,建設學院,土地管理學系,丁,二,涂君璘,o8iLm1Vof4@mail.fcu.edu.tw,0,女,0
M0771383,建設學院,運輸與物流學系,丁,四,江乏耐,j1YEuN2z@gmail.com,0,男,0
D0502145,建設學院,土木工程學系,甲,四,巫墳瘟,qrktE@gmail.com,0,女,0
E0420657,工程與科學學院,環境工程與科學學系,丙,四,尤青琨,S1Enhmi@yahoo.com.tw,0,男,0
M0605232,商學院,統計學系,乙,四,詹痢馥,Ucg9@yahoo.com.tw,0,女,0
D0657917,工程與科學學院,環境工程與科學學系,乙,四,歐陽鵬黜,nXqmgYL@yahoo.com.tw,0,女,0
E0849532,資電學院,電機工程學系,丁,二,廖氛駕,b8wrLt1nD@mail.fcu.edu.tw,0,男,0
D0870736,工程與科學學院,材料科學與工程學系,丙,一,童箴觔,cBApex@yahoo.com.tw,0,男,0
E0615859,建設學院,土木工程學系,乙,二,宋搶退,uDvqTu2Di@yahoo.com.tw,0,男,0
